pdb_id,resolution,year,assay_type,comparison_sign,value_raw,unit_raw,value_M,value_nM,p_value,log10_nM,ligand_id,ligand_path,pocket_path,comment
3f7z,,,Kd,=,400000.0,nM,0.0004,400000.0,3.3979400086720375,5.6020599913279625,,src/data/scPDB 2/3f7z_2/ligand.sdf,src/data/scPDB 2/3f7z_2/site.mol2,bindingdb_scpdb
3gb2,,,Kd,=,400000.0,nM,0.0004,400000.0,3.3979400086720375,5.6020599913279625,,src/data/scPDB 2/3gb2_1/ligand.sdf,src/data/scPDB 2/3gb2_1/site.mol2,bindingdb_scpdb
3lpb,,,Kd,=,400000.0,nM,0.0004,400000.0,3.3979400086720375,5.6020599913279625,,src/data/scPDB 2/3lpb_2/ligand.sdf,src/data/scPDB 2/3lpb_2/site.mol2,bindingdb_scpdb
3lxp,,,Kd,=,400000.0,nM,0.0004,400000.0,3.3979400086720375,5.6020599913279625,,src/data/scPDB 2/3lxp_1/ligand.sdf,src/data/scPDB 2/3lxp_1/site.mol2,bindingdb_scpdb
3nnx,,,Kd,=,400000.0,nM,0.0004,400000.0,3.3979400086720375,5.6020599913279625,,src/data/scPDB 2/3nnx_1/ligand.sdf,src/data/scPDB 2/3nnx_1/site.mol2,bindingdb_scpdb
3say,,,Kd,=,400000.0,nM,0.0004,400000.0,3.3979400086720375,5.6020599913279625,,src/data/scPDB 2/3say_2/ligand.sdf,src/data/scPDB 2/3say_2/site.mol2,bindingdb_scpdb
3vs0,,,Kd,=,400000.0,nM,0.0004,400000.0,3.3979400086720375,5.6020599913279625,,src/data/scPDB 2/3vs0_1/ligand.sdf,src/data/scPDB 2/3vs0_1/site.mol2,bindingdb_scpdb
3vs1,,,Kd,=,400000.0,nM,0.0004,400000.0,3.3979400086720375,5.6020599913279625,,src/data/scPDB 2/3vs1_2/ligand.sdf,src/data/scPDB 2/3vs1_2/site.mol2,bindingdb_scpdb
3vs2,,,Kd,=,400000.0,nM,0.0004,400000.0,3.3979400086720375,5.6020599913279625,,src/data/scPDB 2/3vs2_2/ligand.sdf,src/data/scPDB 2/3vs2_2/site.mol2,bindingdb_scpdb
3vs3,,,Kd,=,400000.0,nM,0.0004,400000.0,3.3979400086720375,5.6020599913279625,,src/data/scPDB 2/3vs3_1/ligand.sdf,src/data/scPDB 2/3vs3_1/site.mol2,bindingdb_scpdb
3vs4,,,Kd,=,400000.0,nM,0.0004,400000.0,3.3979400086720375,5.6020599913279625,,src/data/scPDB 2/3vs4_1/ligand.sdf,src/data/scPDB 2/3vs4_1/site.mol2,bindingdb_scpdb
3vs5,,,Kd,=,400000.0,nM,0.0004,400000.0,3.3979400086720375,5.6020599913279625,,src/data/scPDB 2/3vs5_1/ligand.sdf,src/data/scPDB 2/3vs5_1/site.mol2,bindingdb_scpdb
3vs7,,,Kd,=,400000.0,nM,0.0004,400000.0,3.3979400086720375,5.6020599913279625,,src/data/scPDB 2/3vs7_2/ligand.sdf,src/data/scPDB 2/3vs7_2/site.mol2,bindingdb_scpdb
3zdi,,,Kd,=,400000.0,nM,0.0004,400000.0,3.3979400086720375,5.6020599913279625,,src/data/scPDB 2/3zdi_1/ligand.sdf,src/data/scPDB 2/3zdi_1/site.mol2,bindingdb_scpdb
3zmm,,,Kd,=,400000.0,nM,0.0004,400000.0,3.3979400086720375,5.6020599913279625,,src/data/scPDB 2/3zmm_2/ligand.sdf,src/data/scPDB 2/3zmm_2/site.mol2,bindingdb_scpdb
3zrk,,,Kd,=,400000.0,nM,0.0004,400000.0,3.3979400086720375,5.6020599913279625,,src/data/scPDB 2/3zrk_1/ligand.sdf,src/data/scPDB 2/3zrk_1/site.mol2,bindingdb_scpdb
3zrl,,,Kd,=,400000.0,nM,0.0004,400000.0,3.3979400086720375,5.6020599913279625,,src/data/scPDB 2/3zrl_2/ligand.sdf,src/data/scPDB 2/3zrl_2/site.mol2,bindingdb_scpdb
4c61,,,Kd,=,400000.0,nM,0.0004,400000.0,3.3979400086720375,5.6020599913279625,,src/data/scPDB 2/4c61_2/ligand.sdf,src/data/scPDB 2/4c61_2/site.mol2,bindingdb_scpdb
4c62,,,Kd,=,400000.0,nM,0.0004,400000.0,3.3979400086720375,5.6020599913279625,,src/data/scPDB 2/4c62_1/ligand.sdf,src/data/scPDB 2/4c62_1/site.mol2,bindingdb_scpdb
4dit,,,Kd,=,400000.0,nM,0.0004,400000.0,3.3979400086720375,5.6020599913279625,,src/data/scPDB 2/4dit_1/ligand.sdf,src/data/scPDB 2/4dit_1/site.mol2,bindingdb_scpdb
4f08,,,Kd,=,400000.0,nM,0.0004,400000.0,3.3979400086720375,5.6020599913279625,,src/data/scPDB 2/4f08_2/ligand.sdf,src/data/scPDB 2/4f08_2/site.mol2,bindingdb_scpdb
4ijp,,,Kd,=,400000.0,nM,0.0004,400000.0,3.3979400086720375,5.6020599913279625,,src/data/scPDB 2/4ijp_2/ligand.sdf,src/data/scPDB 2/4ijp_2/site.mol2,bindingdb_scpdb
4iwd,,,Kd,=,400000.0,nM,0.0004,400000.0,3.3979400086720375,5.6020599913279625,,src/data/scPDB 2/4iwd_1/ligand.sdf,src/data/scPDB 2/4iwd_1/site.mol2,bindingdb_scpdb
4j71,,,Kd,=,400000.0,nM,0.0004,400000.0,3.3979400086720375,5.6020599913279625,,src/data/scPDB 2/4j71_1/ligand.sdf,src/data/scPDB 2/4j71_1/site.mol2,bindingdb_scpdb
4k11,,,Kd,=,400000.0,nM,0.0004,400000.0,3.3979400086720375,5.6020599913279625,,src/data/scPDB 2/4k11_1/ligand.sdf,src/data/scPDB 2/4k11_1/site.mol2,bindingdb_scpdb
4mq1,,,Kd,=,400000.0,nM,0.0004,400000.0,3.3979400086720375,5.6020599913279625,,src/data/scPDB 2/4mq1_2/ligand.sdf,src/data/scPDB 2/4mq1_2/site.mol2,bindingdb_scpdb
4xlv,,,Kd,=,400000.0,nM,0.0004,400000.0,3.3979400086720375,5.6020599913279625,,src/data/scPDB 2/4xlv_1/ligand.sdf,src/data/scPDB 2/4xlv_1/site.mol2,bindingdb_scpdb
5amn,,,Kd,=,400000.0,nM,0.0004,400000.0,3.3979400086720375,5.6020599913279625,,src/data/scPDB 2/5amn_1/ligand.sdf,src/data/scPDB 2/5amn_1/site.mol2,bindingdb_scpdb
2obj,,,Kd,=,5000.0,nM,5e-06,5000.0,5.301029995663981,3.6989700043360187,,src/data/scPDB 2/2obj_1/ligand.sdf,src/data/scPDB 2/2obj_1/site.mol2,bindingdb_scpdb
2ow9,,,Ki,=,64.0,nM,6.4e-08,64.0,7.1938200260161125,1.806179973983887,,src/data/scPDB 2/2ow9_1/ligand.sdf,src/data/scPDB 2/2ow9_1/site.mol2,bindingdb_scpdb
2c1z,,,Ki,=,2400.0,nM,2.4000000000000003e-06,2400.0,5.619788758288394,3.380211241711606,,src/data/scPDB 2/2c1z_2/ligand.sdf,src/data/scPDB 2/2c1z_2/site.mol2,bindingdb_scpdb
3qwh,,,Ki,=,2400.0,nM,2.4000000000000003e-06,2400.0,5.619788758288394,3.380211241711606,,src/data/scPDB 2/3qwh_3/ligand.sdf,src/data/scPDB 2/3qwh_3/site.mol2,bindingdb_scpdb
5av3,,,Ki,=,2400.0,nM,2.4000000000000003e-06,2400.0,5.619788758288394,3.380211241711606,,src/data/scPDB 2/5av3_1/ligand.sdf,src/data/scPDB 2/5av3_1/site.mol2,bindingdb_scpdb
2kfx,,,Ki,=,110000.0,nM,0.00011,110000.0,3.9586073148417746,5.041392685158225,,src/data/scPDB 2/2kfx_1/ligand.sdf,src/data/scPDB 2/2kfx_1/site.mol2,bindingdb_scpdb
3rtm,,,Kd,=,38400.0,nM,3.8400000000000005e-05,38400.0,4.4156687756324695,4.5843312243675305,,src/data/scPDB 2/3rtm_1/ligand.sdf,src/data/scPDB 2/3rtm_1/site.mol2,bindingdb_scpdb
4e93,,,Kd,=,150.0,nM,1.5000000000000002e-07,150.0,6.823908740944319,2.1760912590556813,,src/data/scPDB 2/4e93_1/ligand.sdf,src/data/scPDB 2/4e93_1/site.mol2,bindingdb_scpdb
4e9a,,,Ki,=,46.0,nM,4.6e-08,46.0,7.337242168318426,1.662757831681574,,src/data/scPDB 2/4e9a_1/ligand.sdf,src/data/scPDB 2/4e9a_1/site.mol2,bindingdb_scpdb
1r0e,,,Kd,=,0.053,nM,5.3000000000000004e-11,0.053,10.275724130399212,-1.275724130399211,,src/data/scPDB 2/1r0e_2/ligand.sdf,src/data/scPDB 2/1r0e_2/site.mol2,bindingdb_scpdb
3zv6,,,Kd,=,150000.0,nM,0.00015000000000000001,150000.0,3.8239087409443187,5.176091259055681,,src/data/scPDB 2/3zv6_1/ligand.sdf,src/data/scPDB 2/3zv6_1/site.mol2,bindingdb_scpdb
1gx2,,,Kd,=,7000000.0,nM,0.007,7000000.0,2.154901959985743,6.845098040014257,,src/data/scPDB 2/1gx2_2/ligand.sdf,src/data/scPDB 2/1gx2_2/site.mol2,bindingdb_scpdb
4ft3,,,Ki,=,631.0,nM,6.310000000000001e-07,631.0,6.199970640755866,2.8000293592441343,,src/data/scPDB 2/4ft3_1/ligand.sdf,src/data/scPDB 2/4ft3_1/site.mol2,bindingdb_scpdb
3wxo,,,Ki,=,60000.0,nM,6e-05,60000.0,4.221848749616356,4.778151250383644,,src/data/scPDB 2/3wxo_2/ligand.sdf,src/data/scPDB 2/3wxo_2/site.mol2,bindingdb_scpdb
5dhg,,,Ki,=,0.724436,nM,7.24436e-10,0.724436,9.139999976065226,-0.13999997606522596,,src/data/scPDB 2/5dhg_1/ligand.sdf,src/data/scPDB 2/5dhg_1/site.mol2,bindingdb_scpdb
1s9q,,,Ki,=,0.5,nM,5e-10,0.5,9.301029995663981,-0.3010299956639812,,src/data/scPDB 2/1s9q_1/ligand.sdf,src/data/scPDB 2/1s9q_1/site.mol2,bindingdb_scpdb
2fsz,,,Ki,=,0.5,nM,5e-10,0.5,9.301029995663981,-0.3010299956639812,,src/data/scPDB 2/2fsz_1/ligand.sdf,src/data/scPDB 2/2fsz_1/site.mol2,bindingdb_scpdb
2gpu,,,Ki,=,0.5,nM,5e-10,0.5,9.301029995663981,-0.3010299956639812,,src/data/scPDB 2/2gpu_1/ligand.sdf,src/data/scPDB 2/2gpu_1/site.mol2,bindingdb_scpdb
2y6d,,,Ki,=,79.0,nM,7.9e-08,79.0,7.102372908709558,1.8976270912904414,,src/data/scPDB 2/2y6d_1/ligand.sdf,src/data/scPDB 2/2y6d_1/site.mol2,bindingdb_scpdb
4ie6,,,Kd,=,122000.0,nM,0.00012200000000000001,122000.0,3.9136401693252516,5.086359830674748,,src/data/scPDB 2/4ie6_1/ligand.sdf,src/data/scPDB 2/4ie6_1/site.mol2,bindingdb_scpdb
2z4y,,,Ki,=,590.0,nM,5.900000000000001e-07,590.0,6.229147988357855,2.7708520116421442,,src/data/scPDB 2/2z4y_1/ligand.sdf,src/data/scPDB 2/2z4y_1/site.mol2,bindingdb_scpdb
1bof,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/1bof_1/ligand.sdf,src/data/scPDB 2/1bof_1/site.mol2,bindingdb_scpdb
1cg0,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/1cg0_1/ligand.sdf,src/data/scPDB 2/1cg0_1/site.mol2,bindingdb_scpdb
1cg1,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/1cg1_1/ligand.sdf,src/data/scPDB 2/1cg1_1/site.mol2,bindingdb_scpdb
1cg3,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/1cg3_1/ligand.sdf,src/data/scPDB 2/1cg3_1/site.mol2,bindingdb_scpdb
1dj2,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/1dj2_2/ligand.sdf,src/data/scPDB 2/1dj2_2/site.mol2,bindingdb_scpdb
1gp2,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/1gp2_1/ligand.sdf,src/data/scPDB 2/1gp2_1/site.mol2,bindingdb_scpdb
1h65,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/1h65_2/ligand.sdf,src/data/scPDB 2/1h65_2/site.mol2,bindingdb_scpdb
1ksz,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/1ksz_2/ligand.sdf,src/data/scPDB 2/1ksz_2/site.mol2,bindingdb_scpdb
1lny,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/1lny_2/ligand.sdf,src/data/scPDB 2/1lny_2/site.mol2,bindingdb_scpdb
1lon,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/1lon_2/ligand.sdf,src/data/scPDB 2/1lon_2/site.mol2,bindingdb_scpdb
1mez,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/1mez_1/ligand.sdf,src/data/scPDB 2/1mez_1/site.mol2,bindingdb_scpdb
1mf0,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/1mf0_1/ligand.sdf,src/data/scPDB 2/1mf0_1/site.mol2,bindingdb_scpdb
1n7h,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/1n7h_4/ligand.sdf,src/data/scPDB 2/1n7h_4/site.mol2,bindingdb_scpdb
1nht,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/1nht_2/ligand.sdf,src/data/scPDB 2/1nht_2/site.mol2,bindingdb_scpdb
1nue,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/1nue_6/ligand.sdf,src/data/scPDB 2/1nue_6/site.mol2,bindingdb_scpdb
1ow3,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/1ow3_1/ligand.sdf,src/data/scPDB 2/1ow3_1/site.mol2,bindingdb_scpdb
1qf4,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/1qf4_1/ligand.sdf,src/data/scPDB 2/1qf4_1/site.mol2,bindingdb_scpdb
1qf5,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/1qf5_1/ligand.sdf,src/data/scPDB 2/1qf5_1/site.mol2,bindingdb_scpdb
1s4p,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/1s4p_2/ligand.sdf,src/data/scPDB 2/1s4p_2/site.mol2,bindingdb_scpdb
1s9d,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/1s9d_1/ligand.sdf,src/data/scPDB 2/1s9d_1/site.mol2,bindingdb_scpdb
1t2a,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/1t2a_7/ligand.sdf,src/data/scPDB 2/1t2a_7/site.mol2,bindingdb_scpdb
1u2r,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/1u2r_1/ligand.sdf,src/data/scPDB 2/1u2r_1/site.mol2,bindingdb_scpdb
1x1r,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/1x1r_1/ligand.sdf,src/data/scPDB 2/1x1r_1/site.mol2,bindingdb_scpdb
1xje,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/1xje_1/ligand.sdf,src/data/scPDB 2/1xje_1/site.mol2,bindingdb_scpdb
1yra,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/1yra_1/ligand.sdf,src/data/scPDB 2/1yra_1/site.mol2,bindingdb_scpdb
1z0a,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/1z0a_3/ligand.sdf,src/data/scPDB 2/1z0a_3/site.mol2,bindingdb_scpdb
1z0d,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/1z0d_1/ligand.sdf,src/data/scPDB 2/1z0d_1/site.mol2,bindingdb_scpdb
1z0f,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/1z0f_1/ligand.sdf,src/data/scPDB 2/1z0f_1/site.mol2,bindingdb_scpdb
1z2a,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/1z2a_1/ligand.sdf,src/data/scPDB 2/1z2a_1/site.mol2,bindingdb_scpdb
1zd9,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/1zd9_1/ligand.sdf,src/data/scPDB 2/1zd9_1/site.mol2,bindingdb_scpdb
1zny,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/1zny_1/ligand.sdf,src/data/scPDB 2/1zny_1/site.mol2,bindingdb_scpdb
2ce2,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/2ce2_1/ligand.sdf,src/data/scPDB 2/2ce2_1/site.mol2,bindingdb_scpdb
2cvw,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/2cvw_2/ligand.sdf,src/data/scPDB 2/2cvw_2/site.mol2,bindingdb_scpdb
2dgn,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/2dgn_1/ligand.sdf,src/data/scPDB 2/2dgn_1/site.mol2,bindingdb_scpdb
2fah,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/2fah_1/ligand.sdf,src/data/scPDB 2/2fah_1/site.mol2,bindingdb_scpdb
2fmx,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/2fmx_2/ligand.sdf,src/data/scPDB 2/2fmx_2/site.mol2,bindingdb_scpdb
2gcq,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/2gcq_1/ligand.sdf,src/data/scPDB 2/2gcq_1/site.mol2,bindingdb_scpdb
2hdn,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/2hdn_1/ligand.sdf,src/data/scPDB 2/2hdn_1/site.mol2,bindingdb_scpdb
2ic5,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/2ic5_2/ligand.sdf,src/data/scPDB 2/2ic5_2/site.mol2,bindingdb_scpdb
2msc,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/2msc_1/ligand.sdf,src/data/scPDB 2/2msc_1/site.mol2,bindingdb_scpdb
2y4l,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/2y4l_1/ligand.sdf,src/data/scPDB 2/2y4l_1/site.mol2,bindingdb_scpdb
2zgy,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/2zgy_2/ligand.sdf,src/data/scPDB 2/2zgy_2/site.mol2,bindingdb_scpdb
3aez,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/3aez_1/ligand.sdf,src/data/scPDB 2/3aez_1/site.mol2,bindingdb_scpdb
3af1,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/3af1_1/ligand.sdf,src/data/scPDB 2/3af1_1/site.mol2,bindingdb_scpdb
3bb3,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/3bb3_1/ligand.sdf,src/data/scPDB 2/3bb3_1/site.mol2,bindingdb_scpdb
3c3e,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/3c3e_2/ligand.sdf,src/data/scPDB 2/3c3e_2/site.mol2,bindingdb_scpdb
3cb2,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/3cb2_1/ligand.sdf,src/data/scPDB 2/3cb2_1/site.mol2,bindingdb_scpdb
3ea5,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/3ea5_2/ligand.sdf,src/data/scPDB 2/3ea5_2/site.mol2,bindingdb_scpdb
3ec1,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/3ec1_2/ligand.sdf,src/data/scPDB 2/3ec1_2/site.mol2,bindingdb_scpdb
3fqj,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/3fqj_1/ligand.sdf,src/data/scPDB 2/3fqj_1/site.mol2,bindingdb_scpdb
3ieu,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/3ieu_2/ligand.sdf,src/data/scPDB 2/3ieu_2/site.mol2,bindingdb_scpdb
3kuc,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/3kuc_1/ligand.sdf,src/data/scPDB 2/3kuc_1/site.mol2,bindingdb_scpdb
3o3p,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/3o3p_1/ligand.sdf,src/data/scPDB 2/3o3p_1/site.mol2,bindingdb_scpdb
3onw,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/3onw_1/ligand.sdf,src/data/scPDB 2/3onw_1/site.mol2,bindingdb_scpdb
3qbv,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/3qbv_2/ligand.sdf,src/data/scPDB 2/3qbv_2/site.mol2,bindingdb_scpdb
3qi2,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/3qi2_2/ligand.sdf,src/data/scPDB 2/3qi2_2/site.mol2,bindingdb_scpdb
3sop,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/3sop_1/ligand.sdf,src/data/scPDB 2/3sop_1/site.mol2,bindingdb_scpdb
3tdv,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/3tdv_2/ligand.sdf,src/data/scPDB 2/3tdv_2/site.mol2,bindingdb_scpdb
3tdw,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/3tdw_1/ligand.sdf,src/data/scPDB 2/3tdw_1/site.mol2,bindingdb_scpdb
3ut5,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/3ut5_2/ligand.sdf,src/data/scPDB 2/3ut5_2/site.mol2,bindingdb_scpdb
3wy9,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/3wy9_2/ligand.sdf,src/data/scPDB 2/3wy9_2/site.mol2,bindingdb_scpdb
3zid,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/3zid_1/ligand.sdf,src/data/scPDB 2/3zid_1/site.mol2,bindingdb_scpdb
3zy3,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/3zy3_2/ligand.sdf,src/data/scPDB 2/3zy3_2/site.mol2,bindingdb_scpdb
4b8w,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/4b8w_4/ligand.sdf,src/data/scPDB 2/4b8w_4/site.mol2,bindingdb_scpdb
4b8z,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/4b8z_8/ligand.sdf,src/data/scPDB 2/4b8z_8/site.mol2,bindingdb_scpdb
4dxd,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/4dxd_1/ligand.sdf,src/data/scPDB 2/4dxd_1/site.mol2,bindingdb_scpdb
4ei7,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/4ei7_1/ligand.sdf,src/data/scPDB 2/4ei7_1/site.mol2,bindingdb_scpdb
4epx,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/4epx_2/ligand.sdf,src/data/scPDB 2/4epx_2/site.mol2,bindingdb_scpdb
4f6r,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/4f6r_2/ligand.sdf,src/data/scPDB 2/4f6r_2/site.mol2,bindingdb_scpdb
4f97,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/4f97_1/ligand.sdf,src/data/scPDB 2/4f97_1/site.mol2,bindingdb_scpdb
4fid,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/4fid_1/ligand.sdf,src/data/scPDB 2/4fid_1/site.mol2,bindingdb_scpdb
4g01,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/4g01_1/ligand.sdf,src/data/scPDB 2/4g01_1/site.mol2,bindingdb_scpdb
4hi0,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/4hi0_1/ligand.sdf,src/data/scPDB 2/4hi0_1/site.mol2,bindingdb_scpdb
4i50,,,Ki,=,77900.0,nM,7.790000000000001e-05,77900.0,4.108462542327436,4.891537457672564,,src/data/scPDB 2/4i50_3/ligand.sdf,src/data/scPDB 2/4i50_3/site.mol2,bindingdb_scpdb
